Disease_Curie	Disease_Name	Gene_Curie	Gene_Name
ORPHANET:53697	Gnathodiaphyseal dysplasia	ENSEMBL:ENSG00000171714	anoctamin 5
ORPHANET:53691	Congenital cornea plana	ENSEMBL:ENSG00000139330	keratocan
ORPHANET:53693	GRACILE syndrome	ENSEMBL:ENSG00000074582	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
ORPHANET:48818	Aceruloplasminemia	ENSEMBL:ENSG00000047457	ceruloplasmin
ORPHANET:538958	Combined immunodeficiency due to CD70 deficiency	ENSEMBL:ENSG00000125726	CD70 molecule
ORPHANET:48431	Congenital cataracts-facial dysmorphism-neuropathy syndrome	ENSEMBL:ENSG00000060069	CTD phosphatase subunit 1
ORPHANET:538963	Combined immunodeficiency due to ITK deficiency	ENSEMBL:ENSG00000113263	IL2 inducible T cell kinase
ORPHANET:48652	Monosomy 22q13.3	ENSEMBL:ENSG00000251322	SH3 and multiple ankyrin repeat domains 3
ORPHANET:50814	Craniolenticulosutural dysplasia	ENSEMBL:ENSG00000100934	SEC23 homolog A, COPII coat complex component
ORPHANET:49827	Thiamine-responsive megaloblastic anemia syndrome	ENSEMBL:ENSG00000117479	solute carrier family 19 member 2
ORPHANET:50251	Pleural mesothelioma	ENSEMBL:ENSG00000163930	BRCA1 associated protein 1
ORPHANET:50945	Blomstrand lethal chondrodysplasia	ENSEMBL:ENSG00000160801	parathyroid hormone 1 receptor
ORPHANET:50944	Schöpf-Schulz-Passarge syndrome	ENSEMBL:ENSG00000135925	Wnt family member 10A
ORPHANET:50943	Keratolytic winter erythema	ENSEMBL:ENSG00000164733	cathepsin B
ORPHANET:51188	Ethylmalonic encephalopathy	ENSEMBL:ENSG00000105755	ETHE1 persulfide dioxygenase
ORPHANET:541423	Growth delay-intellectual disability-hepatopathy syndrome	ENSEMBL:ENSG00000196305	isoleucyl-tRNA synthetase 1
ORPHANET:51208	Formiminoglutamic aciduria	ENSEMBL:ENSG00000160282	formimidoyltransferase cyclodeaminase
ORPHANET:51636	WHIM syndrome	ENSEMBL:ENSG00000121966	C-X-C motif chemokine receptor 4
ORPHANET:542306	GNB5-related intellectual disability-cardiac arrhythmia syndrome	ENSEMBL:ENSG00000069966	G protein subunit beta 5
ORPHANET:542301	Combined immunodeficiency due to CARMIL2 deficiency	ENSEMBL:ENSG00000159753	capping protein regulator and myosin 1 linker 2
ORPHANET:542310	Leukoencephalopathy with calcifications and cysts	ENSEMBL:ENSG00000200463	small nucleolar RNA, C/D box 118
ORPHANET:42665	Tietz syndrome	ENSEMBL:ENSG00000187098	melanocyte inducing transcription factor
ORPHANET:542585	Auditory neuropathy-optic atrophy syndrome	ENSEMBL:ENSG00000161513	ferredoxin reductase
ORPHANET:43115	Hereditary myopathy with lactic acidosis due to ISCU deficiency	ENSEMBL:ENSG00000136003	iron-sulfur cluster assembly enzyme
ORPHANET:45448	Miyoshi myopathy	ENSEMBL:ENSG00000135636	dysferlin
ORPHANET:543470	Optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome	ENSEMBL:ENSG00000161513	ferredoxin reductase
ORPHANET:542657	Isolated hyperchlorhidrosis	ENSEMBL:ENSG00000074410	carbonic anhydrase 12
ORPHANET:544254	SYNGAP1-related developmental and epileptic encephalopathy	ENSEMBL:ENSG00000197283	synaptic Ras GTPase activating protein 1
ORPHANET:46059	Lathosterolosis	ENSEMBL:ENSG00000109929	sterol-C5-desaturase
ORPHANET:47044	Hereditary papillary renal cell carcinoma	ENSEMBL:ENSG00000105976	MET proto-oncogene, receptor tyrosine kinase
ORPHANET:46627	Char syndrome	ENSEMBL:ENSG00000008196	transcription factor AP-2 beta
ORPHANET:544503	RNF13-related severe early-onset epileptic encephalopathy	ENSEMBL:ENSG00000082996	ring finger protein 13
ORPHANET:544488	Global developmental delay-alopecia-macrocephaly-facial dysmorphism-structural brain anomalies syndrome	ENSEMBL:ENSG00000115758	ornithine decarboxylase 1
ORPHANET:544469	PRUNE1-related neurological syndrome	ENSEMBL:ENSG00000143363	prune exopolyphosphatase 1
ORPHANET:47045	Familial cold urticaria	ENSEMBL:ENSG00000162711	NLR family pyrin domain containing 3
ORPHANET:544628	Atypical Fanconi syndrome-neonatal hyperinsulinism syndrome	ENSEMBL:ENSG00000101076	hepatocyte nuclear factor 4 alpha
ORPHANET:544602	Congenital myopathy with reduced type 2 muscle fibers	ENSEMBL:ENSG00000168530	myosin light chain 1
ORPHANET:555402	NAD(P)HX dehydratase deficiency	ENSEMBL:ENSG00000213995	NAD(P)HX dehydratase
ORPHANET:555407	NAD(P)HX epimerase deficiency	ENSEMBL:ENSG00000163382	NAD(P)HX epimerase
ORPHANET:555877	FLNA-related X-linked myxomatous valvular dysplasia	ENSEMBL:ENSG00000196924	filamin A
ORPHANET:556030	Early-onset familial hypoaldosteronism	ENSEMBL:ENSG00000179142	cytochrome P450 family 11 subfamily B member 2
ORPHANET:556985	Early-onset calcifying leukoencephalopathy-skeletal dysplasia	ENSEMBL:ENSG00000182578	colony stimulating factor 1 receptor
ORPHANET:556955	Pancreatic agenesis-holoprosencephaly syndrome	ENSEMBL:ENSG00000125107	CCR4-NOT transcription complex subunit 1
ORPHANET:557064	Neonatal epileptic encephalopathy due to glutaminase deficiency	ENSEMBL:ENSG00000115419	glutaminase
ORPHANET:557056	Spastic ataxia-dysarthria due to glutaminase deficiency	ENSEMBL:ENSG00000115419	glutaminase
ORPHANET:557003	Oculoskeletodental syndrome	ENSEMBL:ENSG00000011405	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
ORPHANET:519388	Autosomal recessive anterior segment dysgenesis	ENSEMBL:ENSG00000160111	C3 and PZP like alpha-2-macroglobulin domain containing 8
ORPHANET:90045	Hereditary folate malabsorption	ENSEMBL:ENSG00000076351	solute carrier family 46 member 1
ORPHANET:90039	Hemoglobin D disease	ENSEMBL:ENSG00000244734	hemoglobin subunit beta
ORPHANET:90044	Familial pseudohyperkalemia	ENSEMBL:ENSG00000115657	ATP binding cassette subfamily B member 6 (Langereis blood group)
ORPHANET:90042	Primary familial polycythemia	ENSEMBL:ENSG00000187266	erythropoietin receptor
ORPHANET:90024	Deafness with labyrinthine aplasia, microtia, and microdontia	ENSEMBL:ENSG00000186895	fibroblast growth factor 3
ORPHANET:90023	Primary immunodeficiency syndrome due to LAMTOR2 deficiency	ENSEMBL:ENSG00000116586	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2
ORPHANET:90031	Non-spherocytic hemolytic anemia due to hexokinase deficiency	ENSEMBL:ENSG00000156515	hexokinase 1
ORPHANET:90030	Hemolytic anemia due to glutathione reductase deficiency	ENSEMBL:ENSG00000104687	glutathione-disulfide reductase
ORPHANET:89936	X-linked hypophosphatemia	ENSEMBL:ENSG00000102174	phosphate regulating endopeptidase X-linked
ORPHANET:89843	Dystrophic epidermolysis bullosa pruriginosa	ENSEMBL:ENSG00000114270	collagen type VII alpha 1 chain
ORPHANET:89842	Autosomal recessive generalized dystrophic epidermolysis bullosa, intermediate form	ENSEMBL:ENSG00000114270	collagen type VII alpha 1 chain
ORPHANET:89937	Autosomal dominant hypophosphatemic rickets	ENSEMBL:ENSG00000118972	fibroblast growth factor 23
ORPHANET:90340	Blau syndrome	ENSEMBL:ENSG00000167207	nucleotide binding oligomerization domain containing 2
ORPHANET:90342	Xeroderma pigmentosum variant	ENSEMBL:ENSG00000170734	DNA polymerase eta
ORPHANET:90308	Klippel-Trénaunay syndrome	ENSEMBL:ENSG00000164252	angiogenic factor with G-patch and FHA domains 1
ORPHANET:90307	Parkes Weber syndrome	ENSEMBL:ENSG00000145715	RAS p21 protein activator 1
ORPHANET:90154	Mandibuloacral dysplasia with type B lipodystrophy	ENSEMBL:ENSG00000084073	zinc metallopeptidase STE24
ORPHANET:90186	Meige disease	ENSEMBL:ENSG00000196411	EPH receptor B4
ORPHANET:90118	Severe early-onset axonal neuropathy due to MFN2 deficiency	ENSEMBL:ENSG00000116688	mitofusin 2
ORPHANET:90117	Hereditary motor and sensory neuropathy, Okinawa type	ENSEMBL:ENSG00000114354	trafficking from ER to golgi regulator
ORPHANET:88644	Autosomal recessive ataxia, Beauce type	ENSEMBL:ENSG00000131018	spectrin repeat containing nuclear envelope protein 1
ORPHANET:88639	Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency	ENSEMBL:ENSG00000198130	3-hydroxyisobutyryl-CoA hydrolase
ORPHANET:88635	Vacuolar myopathy with sarcoplasmic reticulum protein aggregates	ENSEMBL:ENSG00000143318	calsequestrin 1
ORPHANET:88621	Ichthyosis-prematurity syndrome	ENSEMBL:ENSG00000167114	solute carrier family 27 member 4
ORPHANET:88628	Posterior column ataxia-retinitis pigmentosa syndrome	ENSEMBL:ENSG00000162769	FLVCR heme transporter 1
ORPHANET:88629	Tritanopia	ENSEMBL:ENSG00000128617	opsin 1, short wave sensitive
ORPHANET:88630	Terminal osseous dysplasia-pigmentary defects syndrome	ENSEMBL:ENSG00000196924	filamin A
ORPHANET:88619	Familial acute necrotizing encephalopathy	ENSEMBL:ENSG00000153201	RAN binding protein 2
ORPHANET:88618	S-adenosylhomocysteine hydrolase deficiency	ENSEMBL:ENSG00000101444	adenosylhomocysteinase
ORPHANET:87503	Mal de Meleda	ENSEMBL:ENSG00000126233	secreted LY6/PLAUR domain containing 1
ORPHANET:86920	Dermatopathia pigmentosa reticularis	ENSEMBL:ENSG00000186847	keratin 14
ORPHANET:522077	Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome	ENSEMBL:ENSG00000067715	synaptotagmin 1
ORPHANET:86911	Epilepsy with myoclonic absences	ENSEMBL:ENSG00000117394	solute carrier family 2 member 1
ORPHANET:521450	LAMA5-related multisystemic syndrome	ENSEMBL:ENSG00000130702	laminin subunit alpha 5
ORPHANET:521445	Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome	ENSEMBL:ENSG00000178031	ADAMTS like 1
ORPHANET:521432	Congenital cataract-severe neonatal hepatopathy-global developmental delay syndrome	ENSEMBL:ENSG00000001630	cytochrome P450 family 51 subfamily A member 1
ORPHANET:521426	PLAA-associated neurodevelopmental disorder	ENSEMBL:ENSG00000137055	phospholipase A2 activating protein
ORPHANET:521414	Autosomal dominant Charcot-Marie-Tooth disease type 2DD	ENSEMBL:ENSG00000163399	ATPase Na+/K+ transporting subunit alpha 1
ORPHANET:521258	Xq25 microduplication syndrome	ENSEMBL:ENSG00000101972	stromal antigen 2
ORPHANET:521305	Proximal myopathy with focal depletion of mitochondria	ENSEMBL:ENSG00000100288	choline kinase beta
ORPHANET:521390	Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome	ENSEMBL:ENSG00000134313	kinase D interacting substrate 220
ORPHANET:521399	NON RARE IN EUROPE: Non rare obesity	ENSEMBL:ENSG00000171435	kinase suppressor of ras 2
ORPHANET:521406	Dystonia-parkinsonism-hypermanganesemia syndrome	ENSEMBL:ENSG00000104635	solute carrier family 39 member 14
ORPHANET:89838	Autosomal recessive generalized epidermolysis bullosa simplex	ENSEMBL:ENSG00000186847	keratin 14
ORPHANET:521411	Autosomal recessive axonal Charcot-Marie-Tooth disease due to copper metabolism defect	ENSEMBL:ENSG00000284194	synthesis of cytochrome C oxidase 2
ORPHANET:88949	MUC1-related autosomal dominant tubulointerstitial kidney disease	ENSEMBL:ENSG00000185499	mucin 1, cell surface associated
ORPHANET:88950	UMOD-related autosomal dominant tubulointerstitial kidney disease	ENSEMBL:ENSG00000169344	uromodulin
ORPHANET:88940	Pseudohypoaldosteronism type 2C	ENSEMBL:ENSG00000060237	WNK lysine deficient protein kinase 1
ORPHANET:88939	Pseudohypoaldosteronism type 2B	ENSEMBL:ENSG00000126562	WNK lysine deficient protein kinase 4
ORPHANET:88917	X-linked Alport syndrome	ENSEMBL:ENSG00000188153	collagen type IV alpha 5 chain
ORPHANET:93256	Fragile X-associated tremor/ataxia syndrome	ENSEMBL:ENSG00000102081	fragile X messenger ribonucleoprotein 1
ORPHANET:528105	Hypohidrosis-electrolyte imbalance-lacrimal gland dysfunction-ichthyosis-xerostomia syndrome	ENSEMBL:ENSG00000134873	claudin 10
ORPHANET:528091	Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome	ENSEMBL:ENSG00000011376	leucyl-tRNA synthetase 2, mitochondrial
ORPHANET:93262	Crouzon syndrome-acanthosis nigricans syndrome	ENSEMBL:ENSG00000068078	fibroblast growth factor receptor 3
ORPHANET:93260	Pfeiffer syndrome type 3	ENSEMBL:ENSG00000066468	fibroblast growth factor receptor 2
ORPHANET:93259	Pfeiffer syndrome type 2	ENSEMBL:ENSG00000066468	fibroblast growth factor receptor 2
ORPHANET:93270	Short rib-polydactyly syndrome, Saldino-Noonan type	ENSEMBL:ENSG00000187240	dynein cytoplasmic 2 heavy chain 1
ORPHANET:93282	Spondyloepimetaphyseal dysplasia, PAPSS2 type	ENSEMBL:ENSG00000198682	3'-phosphoadenosine 5'-phosphosulfate synthase 2
ORPHANET:93283	Spondyloepiphyseal dysplasia, Kimberley type	ENSEMBL:ENSG00000157766	aggrecan
ORPHANET:93279	Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis	ENSEMBL:ENSG00000139219	collagen type II alpha 1 chain
ORPHANET:93276	Polyostotic fibrous dysplasia	ENSEMBL:ENSG00000087460	GNAS complex locus
ORPHANET:93277	Monostotic fibrous dysplasia	ENSEMBL:ENSG00000087460	GNAS complex locus
ORPHANET:93274	Thanatophoric dysplasia type 2	ENSEMBL:ENSG00000068078	fibroblast growth factor receptor 3
ORPHANET:527497	NKX6-2-related autosomal recessive hypomyelinating leukodystrophy	ENSEMBL:ENSG00000148826	NK6 homeobox 2
ORPHANET:93110	Posterior urethral valve	ENSEMBL:ENSG00000173068	basonuclin 2
ORPHANET:527450	Severe myopia-generalized joint laxity-short stature syndrome	ENSEMBL:ENSG00000125812	GDNF inducible zinc finger protein 1
ORPHANET:527468	Diaphragmatic hernia-short bowel-asplenia syndrome	ENSEMBL:ENSG00000136630	H2.0 like homeobox
ORPHANET:93160	Hypocalcemic vitamin D-resistant rickets	ENSEMBL:ENSG00000111424	vitamin D receptor
ORPHANET:93114	Autosomal dominant intermediate Charcot-Marie-Tooth disease type E	ENSEMBL:ENSG00000203485	inverted formin, FH2 and WH2 domain containing
ORPHANET:93111	HNF1B-related autosomal dominant tubulointerstitial kidney disease	ENSEMBL:ENSG00000275410	HNF1 homeobox B
ORPHANET:93172	Renal dysplasia, unilateral	ENSEMBL:ENSG00000275410	HNF1 homeobox B
ORPHANET:93173	Renal dysplasia, bilateral	ENSEMBL:ENSG00000275410	HNF1 homeobox B
ORPHANET:93322	Tibial hemimelia	ENSEMBL:ENSG00000106571	GLI family zinc finger 3
ORPHANET:93325	Autosomal dominant Kenny-Caffey syndrome	ENSEMBL:ENSG00000166801	FAM111 trypsin like peptidase A
ORPHANET:93324	Autosomal recessive Kenny-Caffey syndrome	ENSEMBL:ENSG00000284770	tubulin folding cofactor E
ORPHANET:93329	Autosomal recessive omodysplasia	ENSEMBL:ENSG00000183098	glypican 6
ORPHANET:93328	Autosomal dominant omodysplasia	ENSEMBL:ENSG00000180340	frizzled class receptor 2
ORPHANET:93333	Pelviscapular dysplasia	ENSEMBL:ENSG00000092607	T-box transcription factor 15
ORPHANET:93339	Polydactyly of a biphalangeal thumb	ENSEMBL:ENSG00000111087	GLI family zinc finger 1
ORPHANET:93338	Polysyndactyly	ENSEMBL:ENSG00000106571	GLI family zinc finger 3
ORPHANET:93349	X-linked spondyloepimetaphyseal dysplasia	ENSEMBL:ENSG00000182492	biglycan
ORPHANET:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	ENSEMBL:ENSG00000139219	collagen type II alpha 1 chain
ORPHANET:93356	Spondyloepimetaphyseal dysplasia, Missouri type	ENSEMBL:ENSG00000137745	matrix metallopeptidase 13
ORPHANET:93352	Spondyloepimetaphyseal dysplasia, Shohat type	ENSEMBL:ENSG00000198171	DDRGK domain containing 1
ORPHANET:93284	Spondyloepiphyseal dysplasia tarda	ENSEMBL:ENSG00000196459	trafficking protein particle complex subunit 2
ORPHANET:93296	Achondrogenesis type 2	ENSEMBL:ENSG00000139219	collagen type II alpha 1 chain
ORPHANET:93298	Achondrogenesis type 1B	ENSEMBL:ENSG00000155850	solute carrier family 26 member 2
ORPHANET:93297	Hypochondrogenesis	ENSEMBL:ENSG00000139219	collagen type II alpha 1 chain
ORPHANET:93299	Achondrogenesis type 1A	ENSEMBL:ENSG00000100815	thyroid hormone receptor interactor 11
ORPHANET:93304	Autosomal dominant brachyolmia	ENSEMBL:ENSG00000111199	transient receptor potential cation channel subfamily V member 4
ORPHANET:93307	Multiple epiphyseal dysplasia type 4	ENSEMBL:ENSG00000155850	solute carrier family 26 member 2
ORPHANET:93308	Multiple epiphyseal dysplasia type 1	ENSEMBL:ENSG00000105664	cartilage oligomeric matrix protein
ORPHANET:93311	Multiple epiphyseal dysplasia type 5	ENSEMBL:ENSG00000132031	matrilin 3
ORPHANET:93314	Spondylometaphyseal dysplasia, Kozlowski type	ENSEMBL:ENSG00000111199	transient receptor potential cation channel subfamily V member 4
ORPHANET:93316	Spondylometaphyseal dysplasia, Schmidt type	ENSEMBL:ENSG00000139219	collagen type II alpha 1 chain
ORPHANET:93317	Spondylometaphyseal dysplasia, Sedaghatian type	ENSEMBL:ENSG00000167468	glutathione peroxidase 4
ORPHANET:90673	Hypothyroidism due to TSH receptor mutations	ENSEMBL:ENSG00000165409	thyroid stimulating hormone receptor
ORPHANET:90674	Isolated thyroid-stimulating hormone deficiency	ENSEMBL:ENSG00000134200	thyroid stimulating hormone subunit beta
ORPHANET:529831	Letrozole toxicity	ENSEMBL:ENSG00000255974	cytochrome P450 family 2 subfamily A member 6
ORPHANET:529819	NON RARE IN EUROPE: Exfoliation syndrome	ENSEMBL:ENSG00000129038	lysyl oxidase like 1
ORPHANET:90658	Charcot-Marie-Tooth disease type 1E	ENSEMBL:ENSG00000109099	peripheral myelin protein 22
ORPHANET:90791	Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	ENSEMBL:ENSG00000203859	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2
ORPHANET:529980	Inflammatory bowel disease-recurrent sinopulmonary infections syndrome	ENSEMBL:ENSG00000102908	nuclear factor of activated T cells 5
ORPHANET:529977	Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome	ENSEMBL:ENSG00000137275	receptor interacting serine/threonine kinase 1
ORPHANET:529965	Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome	ENSEMBL:ENSG00000153922	chromodomain helicase DNA binding protein 1
ORPHANET:529574	Duane retraction syndrome with congenital deafness	ENSEMBL:ENSG00000204103	MAF bZIP transcription factor B
ORPHANET:90389	Telangiectasia macularis eruptiva perstans	ENSEMBL:ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase
ORPHANET:90653	Stickler syndrome type 1	ENSEMBL:ENSG00000139219	collagen type II alpha 1 chain
ORPHANET:90652	Otopalatodigital syndrome type 2	ENSEMBL:ENSG00000196924	filamin A
ORPHANET:90654	Stickler syndrome type 2	ENSEMBL:ENSG00000060718	collagen type XI alpha 1 chain
ORPHANET:529665	Neurodevelopmental delay-seizures-ophthalmic anomalies-osteopenia-cerebellar atrophy syndrome	ENSEMBL:ENSG00000197858	glycosylphosphatidylinositol anchor attachment 1
ORPHANET:90650	Otopalatodigital syndrome type 1	ENSEMBL:ENSG00000196924	filamin A
ORPHANET:91496	Snowflake vitreoretinal degeneration	ENSEMBL:ENSG00000115474	potassium inwardly rectifying channel subfamily J member 13
ORPHANET:91481	Ring dermoid of cornea	ENSEMBL:ENSG00000164093	paired like homeodomain 2
ORPHANET:91414	Pilomatrixoma	ENSEMBL:ENSG00000168036	catenin beta 1
ORPHANET:91490	Isolated congenital sclerocornea	ENSEMBL:ENSG00000121634	gap junction protein alpha 8
ORPHANET:91489	Isolated congenital megalocornea	ENSEMBL:ENSG00000101938	chordin like 1
ORPHANET:91130	Cardiomyopathy-hypotonia-lactic acidosis syndrome	ENSEMBL:ENSG00000075415	solute carrier family 25 member 3
ORPHANET:91131	DK1-CDG	ENSEMBL:ENSG00000175283	dolichol kinase
ORPHANET:91132	Ichthyosis-hypotrichosis syndrome	ENSEMBL:ENSG00000149418	ST14 transmembrane serine protease matriptase
ORPHANET:90793	Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency	ENSEMBL:ENSG00000148795	cytochrome P450 family 17 subfamily A member 1
ORPHANET:90795	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	ENSEMBL:ENSG00000160882	cytochrome P450 family 11 subfamily B member 1
ORPHANET:90797	Partial androgen insensitivity syndrome	ENSEMBL:ENSG00000169083	androgen receptor
ORPHANET:91347	TSH-secreting pituitary adenoma	ENSEMBL:ENSG00000107736	cadherin related 23
ORPHANET:91352	Germinoma of the central nervous system	ENSEMBL:ENSG00000171988	jumonji domain containing 1C
ORPHANET:91135	Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency	ENSEMBL:ENSG00000115486	gamma-glutamyl carboxylase
ORPHANET:79395	Keratoderma hereditarium mutilans with ichthyosis	ENSEMBL:ENSG00000203782	loricrin cornified envelope precursor protein
ORPHANET:79414	Woolly hair nevus	ENSEMBL:ENSG00000174775	HRas proto-oncogene, GTPase
ORPHANET:79401	PLEC-related intermediate epidermolysis bullosa simplex without extracutaneous involvement	ENSEMBL:ENSG00000178209	plectin
ORPHANET:79406	Late-onset junctional epidermolysis bullosa	ENSEMBL:ENSG00000065618	collagen type XVII alpha 1 chain
ORPHANET:79409	Recessive dystrophic epidermolysis bullosa inversa	ENSEMBL:ENSG00000114270	collagen type VII alpha 1 chain
ORPHANET:79411	Self-improving dystrophic epidermolysis bullosa	ENSEMBL:ENSG00000114270	collagen type VII alpha 1 chain
ORPHANET:79410	Localized dystrophic epidermolysis bullosa, pretibial form	ENSEMBL:ENSG00000114270	collagen type VII alpha 1 chain
ORPHANET:79455	Cutaneous mastocytoma	ENSEMBL:ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase
ORPHANET:79435	Oculocutaneous albinism type 4	ENSEMBL:ENSG00000164175	solute carrier family 45 member 2
ORPHANET:79434	Oculocutaneous albinism type 1B	ENSEMBL:ENSG00000077498	tyrosinase
ORPHANET:79433	Oculocutaneous albinism type 3	ENSEMBL:ENSG00000107165	tyrosinase related protein 1
ORPHANET:79431	Oculocutaneous albinism type 1A	ENSEMBL:ENSG00000077498	tyrosinase
ORPHANET:79445	Pseudopseudohypoparathyroidism	ENSEMBL:ENSG00000087460	GNAS complex locus
ORPHANET:79444	Pseudohypoparathyroidism type 1C	ENSEMBL:ENSG00000087460	GNAS complex locus
ORPHANET:79443	Pseudohypoparathyroidism type 1A	ENSEMBL:ENSG00000087460	GNAS complex locus
ORPHANET:79484	Phakomatosis cesiomarmorata	ENSEMBL:ENSG00000088256	G protein subunit alpha 11
ORPHANET:79474	Atypical Werner syndrome	ENSEMBL:ENSG00000160789	lamin A/C
ORPHANET:79477	Griscelli syndrome type 2	ENSEMBL:ENSG00000069974	RAB27A, member RAS oncogene family
ORPHANET:79476	Griscelli syndrome type 1	ENSEMBL:ENSG00000197535	myosin VA
ORPHANET:79473	Porphyria variegata	ENSEMBL:ENSG00000143224	protoporphyrinogen oxidase
ORPHANET:79269	Sanfilippo syndrome type A	ENSEMBL:ENSG00000181523	N-sulfoglucosamine sulfohydrolase
ORPHANET:79257	GM1 gangliosidosis type 3	ENSEMBL:ENSG00000170266	galactosidase beta 1
ORPHANET:79256	GM1 gangliosidosis type 2	ENSEMBL:ENSG00000170266	galactosidase beta 1
ORPHANET:79255	GM1 gangliosidosis type 1	ENSEMBL:ENSG00000170266	galactosidase beta 1
ORPHANET:79254	Classic phenylketonuria	ENSEMBL:ENSG00000171759	phenylalanine hydroxylase
ORPHANET:79259	Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib	ENSEMBL:ENSG00000137700	solute carrier family 37 member 4
ORPHANET:79258	Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia	ENSEMBL:ENSG00000131482	glucose-6-phosphatase catalytic subunit 1
ORPHANET:79246	Pyruvate dehydrogenase phosphatase deficiency	ENSEMBL:ENSG00000164951	pyruvate dehydrogenase phosphatase catalytic subunit 1
ORPHANET:79253	Mild phenylketonuria	ENSEMBL:ENSG00000171759	phenylalanine hydroxylase
ORPHANET:79240	Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency	ENSEMBL:ENSG00000102893	phosphorylase kinase regulatory subunit beta
ORPHANET:79241	Biotinidase deficiency	ENSEMBL:ENSG00000169814	biotinidase
ORPHANET:79239	Classic galactosemia	ENSEMBL:ENSG00000213930	galactose-1-phosphate uridylyltransferase
ORPHANET:79244	Pyruvate dehydrogenase E2 deficiency	ENSEMBL:ENSG00000150768	dihydrolipoamide S-acetyltransferase
ORPHANET:79242	Holocarboxylase synthetase deficiency	ENSEMBL:ENSG00000159267	holocarboxylase synthetase
ORPHANET:79299	Hyperinsulinism due to glucokinase deficiency	ENSEMBL:ENSG00000106633	glucokinase
ORPHANET:79301	Congenital bile acid synthesis defect type 1	ENSEMBL:ENSG00000099377	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
ORPHANET:79293	Familial LCAT deficiency	ENSEMBL:ENSG00000213398	lecithin-cholesterol acyltransferase
ORPHANET:79292	Fish-eye disease	ENSEMBL:ENSG00000213398	lecithin-cholesterol acyltransferase
ORPHANET:79278	Autosomal erythropoietic protoporphyria	ENSEMBL:ENSG00000066926	ferrochelatase
ORPHANET:79279	Alpha-N-acetylgalactosaminidase deficiency type 1	ENSEMBL:ENSG00000198951	alpha-N-acetylgalactosaminidase
ORPHANET:79280	Alpha-N-acetylgalactosaminidase deficiency type 2	ENSEMBL:ENSG00000198951	alpha-N-acetylgalactosaminidase
ORPHANET:79281	Alpha-N-acetylgalactosaminidase deficiency type 3	ENSEMBL:ENSG00000198951	alpha-N-acetylgalactosaminidase
ORPHANET:79282	Methylmalonic acidemia with homocystinuria, type cblC	ENSEMBL:ENSG00000132763	metabolism of cobalamin associated C
ORPHANET:79283	Methylmalonic acidemia with homocystinuria, type cblD	ENSEMBL:ENSG00000168288	metabolism of cobalamin associated D
ORPHANET:79284	Methylmalonic acidemia with homocystinuria type cblF	ENSEMBL:ENSG00000168216	LMBR1 domain containing 1
ORPHANET:79270	Sanfilippo syndrome type B	ENSEMBL:ENSG00000108784	N-acetyl-alpha-glucosaminidase
ORPHANET:79271	Sanfilippo syndrome type C	ENSEMBL:ENSG00000165102	heparan-alpha-glucosaminide N-acetyltransferase
ORPHANET:79272	Sanfilippo syndrome type D	ENSEMBL:ENSG00000135677	glucosamine (N-acetyl)-6-sulfatase
ORPHANET:79273	Hereditary coproporphyria	ENSEMBL:ENSG00000080819	coproporphyrinogen oxidase
ORPHANET:79276	Acute intermittent porphyria	ENSEMBL:ENSG00000256269	hydroxymethylbilane synthase
ORPHANET:79333	COG7-CDG	ENSEMBL:ENSG00000168434	component of oligomeric golgi complex 7
ORPHANET:79332	B4GALT1-CDG	ENSEMBL:ENSG00000086062	beta-1,4-galactosyltransferase 1
ORPHANET:79330	MOGS-CDG	ENSEMBL:ENSG00000115275	mannosyl-oligosaccharide glucosidase
ORPHANET:79329	MGAT2-CDG	ENSEMBL:ENSG00000168282	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
ORPHANET:79328	ALG9-CDG	ENSEMBL:ENSG00000086848	ALG9 alpha-1,2-mannosyltransferase
