_id	drug_pubchem_cid	disease_umls	drug_name	disease_name	status	date
WDDPHFBMKLOVOX-AYQXTPAHSA-N	PUBCHEM.COMPOUND:119182	UMLS:C0023467	clofarabine	Acute myeloid leukemia	Designated	2019-01-24
WDDPHFBMKLOVOX-AYQXTPAHSA-N	PUBCHEM.COMPOUND:119182	UMLS:C0023449	clofarabine	Acute lymphoblastic leukemia	Designated/Approved	2002-02-07
WDENQIQQYWYTPO-IBGZPJMESA-N	PUBCHEM.COMPOUND:71226662	UMLS:C4721414	acalabrutinib	Mantle cell lymphoma	Designated/Approved	2015-09-21
WDENQIQQYWYTPO-IBGZPJMESA-N	PUBCHEM.COMPOUND:71226662	UMLS:C0023434	acalabrutinib	Chronic Lymphocytic Leukemia	Designated/Approved	2015-05-13
WDENQIQQYWYTPO-IBGZPJMESA-N	PUBCHEM.COMPOUND:71226662	UMLS:C0024419	acalabrutinib	Waldenstrom Macroglobulinemia	Designated	2015-10-22
WDJUZGPOPHTGOT-XUDUSOBPSA-N	PUBCHEM.COMPOUND:441207	UMLS:C0010674	digitoxin	Cystic Fibrosis	Designated	2005-05-27
WDJUZGPOPHTGOT-XUDUSOBPSA-N	PUBCHEM.COMPOUND:441207	UMLS:C4721610	digitoxin	Ovarian Cancer	Designated	2001-11-02
WDJUZGPOPHTGOT-XUDUSOBPSA-N	PUBCHEM.COMPOUND:441207	UMLS:C1261473	digitoxin	Soft Tissue Sarcomas	Designated	2001-10-18
WDLCALUKNKNIDF-UHFFFAOYSA-N	PUBCHEM.COMPOUND:23615599	UMLS:C0042510	Bethanidine sulfate	Ventricular Fibrillation	Designated/Withdrawn	1989-11-24
WDLCALUKNKNIDF-UHFFFAOYSA-N	PUBCHEM.COMPOUND:23615599	UMLS:C0042510	Bethanidine sulfate	Ventricular Fibrillation	Designated/Withdrawn	1988-09-20
WDOGQTQEKVLZIJ-WAYWQWQTSA-L	PUBCHEM.COMPOUND:21159388	UMLS:C0206682	Combretastatin A4 Phosphate	follicular thyroid cancer	Designated	2003-07-23
WDOGQTQEKVLZIJ-WAYWQWQTSA-L	PUBCHEM.COMPOUND:21159388	UMLS:C4721610	Combretastatin A4 phosphate	Ovarian Cancer	Designated	2006-05-08
WDOGQTQEKVLZIJ-WAYWQWQTSA-L	PUBCHEM.COMPOUND:21159388	UMLS:C0238462	Combretastatin A4 Phosphate	Thyroid cancer	Designated	2003-07-23
WDOGQTQEKVLZIJ-WAYWQWQTSA-L	PUBCHEM.COMPOUND:21159388	UMLS:C0238461	Combretastatin A4 Phosphate	anaplastic thyroid cancer	Designated	2003-07-23
WDOGQTQEKVLZIJ-WAYWQWQTSA-N	PUBCHEM.COMPOUND:5351387	UMLS:C4721610	Combretastatin A4 phosphate	Ovarian Cancer	Designated	2006-05-08
WDOGQTQEKVLZIJ-WAYWQWQTSA-N	PUBCHEM.COMPOUND:5351387	UMLS:C0238461	Combretastatin A4 Phosphate	anaplastic thyroid cancer	Designated	2003-07-23
WDOGQTQEKVLZIJ-WAYWQWQTSA-N	PUBCHEM.COMPOUND:5351387	UMLS:C0206682	Combretastatin A4 Phosphate	follicular thyroid cancer	Designated	2003-07-23
WDOGQTQEKVLZIJ-WAYWQWQTSA-N	PUBCHEM.COMPOUND:5351387	UMLS:C0238462	Combretastatin A4 Phosphate	Thyroid cancer	Designated	2003-07-23
WDQPAMHFFCXSNU-UHFFFAOYSA-N	PUBCHEM.COMPOUND:2794	UMLS:C0026918	clofazimine	Mycobacterial infections	Designated	2018-08-17
WDQPAMHFFCXSNU-UHFFFAOYSA-N	PUBCHEM.COMPOUND:2794	UMLS:C0343467	Clofazimine	Erythema nodosum leprosum	Designated/Approved	1984-06-11
WDQPAMHFFCXSNU-UHFFFAOYSA-N	PUBCHEM.COMPOUND:2794	UMLS:C0023348	Clofazimine	Lepromatous leprosy	Designated/Approved	1984-06-11
WDQPAMHFFCXSNU-UHFFFAOYSA-N	PUBCHEM.COMPOUND:2794	UMLS:C0041296	clofazimine	Active Tuberculosis	Designated	2014-06-25
WDZCUPBHRAEYDL-BGZYVKEHSA-N	PUBCHEM.COMPOUND:136246610	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-BGZYVKEHSA-N	PUBCHEM.COMPOUND:136246610	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-BGZYVKEHSA-N	PUBCHEM.COMPOUND:136246610	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-BGZYVKEHSA-N	PUBCHEM.COMPOUND:136246610	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-BGZYVKEHSA-N	PUBCHEM.COMPOUND:136246610	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WDZCUPBHRAEYDL-FHDUCCPFSA-N	PUBCHEM.COMPOUND:136122663	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-FHDUCCPFSA-N	PUBCHEM.COMPOUND:136122663	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-FHDUCCPFSA-N	PUBCHEM.COMPOUND:136122663	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-FHDUCCPFSA-N	PUBCHEM.COMPOUND:136122663	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-FHDUCCPFSA-N	PUBCHEM.COMPOUND:136122663	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WDZCUPBHRAEYDL-GZAUEHORSA-N	PUBCHEM.COMPOUND:135403821	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WDZCUPBHRAEYDL-GZAUEHORSA-N	PUBCHEM.COMPOUND:135403821	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-GZAUEHORSA-N	PUBCHEM.COMPOUND:135403821	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-GZAUEHORSA-N	PUBCHEM.COMPOUND:135403821	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-GZAUEHORSA-N	PUBCHEM.COMPOUND:135403821	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-HJTBMZGUSA-N	PUBCHEM.COMPOUND:135749824	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-HJTBMZGUSA-N	PUBCHEM.COMPOUND:135749824	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-HJTBMZGUSA-N	PUBCHEM.COMPOUND:135749824	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WDZCUPBHRAEYDL-HJTBMZGUSA-N	PUBCHEM.COMPOUND:135749824	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-HJTBMZGUSA-N	PUBCHEM.COMPOUND:135749824	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-LBJWSYCFSA-N	PUBCHEM.COMPOUND:137091916	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-LBJWSYCFSA-N	PUBCHEM.COMPOUND:137091916	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-LBJWSYCFSA-N	PUBCHEM.COMPOUND:137091916	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WDZCUPBHRAEYDL-LBJWSYCFSA-N	PUBCHEM.COMPOUND:137091916	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-LBJWSYCFSA-N	PUBCHEM.COMPOUND:137091916	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-LYDPARFQSA-N	PUBCHEM.COMPOUND:135968625	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-LYDPARFQSA-N	PUBCHEM.COMPOUND:135968625	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-LYDPARFQSA-N	PUBCHEM.COMPOUND:135968625	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-LYDPARFQSA-N	PUBCHEM.COMPOUND:135968625	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WDZCUPBHRAEYDL-LYDPARFQSA-N	PUBCHEM.COMPOUND:135968625	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-METIDKAPSA-N	PUBCHEM.COMPOUND:135932821	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-METIDKAPSA-N	PUBCHEM.COMPOUND:135932821	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-METIDKAPSA-N	PUBCHEM.COMPOUND:135932821	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-METIDKAPSA-N	PUBCHEM.COMPOUND:135932821	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WDZCUPBHRAEYDL-METIDKAPSA-N	PUBCHEM.COMPOUND:135932821	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-NAFQJNKLSA-N	PUBCHEM.COMPOUND:136238508	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-NAFQJNKLSA-N	PUBCHEM.COMPOUND:136238508	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-NAFQJNKLSA-N	PUBCHEM.COMPOUND:136238508	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WDZCUPBHRAEYDL-NAFQJNKLSA-N	PUBCHEM.COMPOUND:136238508	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-NAFQJNKLSA-N	PUBCHEM.COMPOUND:136238508	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-PRHSTWAZSA-N	PUBCHEM.COMPOUND:135659016	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-PRHSTWAZSA-N	PUBCHEM.COMPOUND:135659016	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WDZCUPBHRAEYDL-PRHSTWAZSA-N	PUBCHEM.COMPOUND:135659016	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-PRHSTWAZSA-N	PUBCHEM.COMPOUND:135659016	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-PRHSTWAZSA-N	PUBCHEM.COMPOUND:135659016	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-PWXWUWFUSA-N	PUBCHEM.COMPOUND:135925739	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-PWXWUWFUSA-N	PUBCHEM.COMPOUND:135925739	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-PWXWUWFUSA-N	PUBCHEM.COMPOUND:135925739	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-PWXWUWFUSA-N	PUBCHEM.COMPOUND:135925739	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-PWXWUWFUSA-N	PUBCHEM.COMPOUND:135925739	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WDZCUPBHRAEYDL-QEDJKGLXSA-N	PUBCHEM.COMPOUND:136073066	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WDZCUPBHRAEYDL-QEDJKGLXSA-N	PUBCHEM.COMPOUND:136073066	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-QEDJKGLXSA-N	PUBCHEM.COMPOUND:136073066	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-QEDJKGLXSA-N	PUBCHEM.COMPOUND:136073066	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-QEDJKGLXSA-N	PUBCHEM.COMPOUND:136073066	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-QFWJEWEWSA-N	PUBCHEM.COMPOUND:135887820	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-QFWJEWEWSA-N	PUBCHEM.COMPOUND:135887820	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-QFWJEWEWSA-N	PUBCHEM.COMPOUND:135887820	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WDZCUPBHRAEYDL-QFWJEWEWSA-N	PUBCHEM.COMPOUND:135887820	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-QFWJEWEWSA-N	PUBCHEM.COMPOUND:135887820	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-RDKOBYJASA-N	PUBCHEM.COMPOUND:137235501	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-RDKOBYJASA-N	PUBCHEM.COMPOUND:137235501	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-RDKOBYJASA-N	PUBCHEM.COMPOUND:137235501	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WDZCUPBHRAEYDL-RDKOBYJASA-N	PUBCHEM.COMPOUND:137235501	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-RDKOBYJASA-N	PUBCHEM.COMPOUND:137235501	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-USLNORDZSA-N	PUBCHEM.COMPOUND:137030254	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WDZCUPBHRAEYDL-USLNORDZSA-N	PUBCHEM.COMPOUND:137030254	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-USLNORDZSA-N	PUBCHEM.COMPOUND:137030254	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-USLNORDZSA-N	PUBCHEM.COMPOUND:137030254	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-USLNORDZSA-N	PUBCHEM.COMPOUND:137030254	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-YUUOHQKVSA-N	PUBCHEM.COMPOUND:138404395	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1996-03-12
WDZCUPBHRAEYDL-YUUOHQKVSA-N	PUBCHEM.COMPOUND:138404395	UMLS:C0001175	Rifapentine	AIDS	Designated	1996-03-12
WDZCUPBHRAEYDL-YUUOHQKVSA-N	PUBCHEM.COMPOUND:138404395	UMLS:C0001175	Rifapentine	AIDS	Designated	1995-06-09
WDZCUPBHRAEYDL-YUUOHQKVSA-N	PUBCHEM.COMPOUND:138404395	UMLS:C0026914	Rifapentine	Mycobacterium avium Complex	Designated	1995-06-09
WDZCUPBHRAEYDL-YUUOHQKVSA-N	PUBCHEM.COMPOUND:138404395	UMLS:C0041327	Rifapentine	Pulmonary tuberculosis	Designated/Approved	1995-06-09
WELIVEBWRWAGOM-UHFFFAOYSA-N	PUBCHEM.COMPOUND:69532	UMLS:C0026764	Beta alethine	Multiple Myeloma	Designated	1997-03-24
WELIVEBWRWAGOM-UHFFFAOYSA-N	PUBCHEM.COMPOUND:69532	UMLS:C0278883	Beta alethine	Metastatic melanoma	Designated	1997-03-24
WEQLWGNDNRARGE-DJIMGWMZSA-N	PUBCHEM.COMPOUND:14580381	UMLS:C0020179	(+)-alpha-dihydrotetrabenazine	Huntington's Disease	Designated	2018-12-05
WESWYMRNZNDGBX-YLCXCWDSSA-N	PUBCHEM.COMPOUND:65329	UMLS:C2930826	mefloquine HCL	Acute malaria	Designated/Approved	1988-04-13
WESWYMRNZNDGBX-YLCXCWDSSA-N	PUBCHEM.COMPOUND:65329	UMLS:C0024535	mefloquine HCL	Plasmodium falciparum Malaria	Designated/Approved	1988-04-13
WESWYMRNZNDGBX-YLCXCWDSSA-N	PUBCHEM.COMPOUND:65329	UMLS:C2930826	mefloquine HCL	Acute malaria	Designated/Approved	1988-04-13
WESWYMRNZNDGBX-YLCXCWDSSA-N	PUBCHEM.COMPOUND:65329	UMLS:C0024535	mefloquine HCL	Plasmodium falciparum Malaria	Designated/Approved	1988-04-13
WEUITFNOCGSIHW-UHFFFAOYSA-N	PUBCHEM.COMPOUND:154732136	UMLS:C0555198	carboxyamidotriazole orotate	Malignant Glioma	Designated	2018-05-10
WFKAJVHLWXSISD-UHFFFAOYSA-N	PUBCHEM.COMPOUND:68424	UMLS:C0019045	Isobutyramide	Hemoglobinopathies	Designated	1992-12-18
WFKAJVHLWXSISD-UHFFFAOYSA-N	PUBCHEM.COMPOUND:68424	UMLS:C0002895	Isobutyramide	Sickle Cell Disease	Designated	1994-05-25
WFKAJVHLWXSISD-UHFFFAOYSA-N	PUBCHEM.COMPOUND:68424	UMLS:C0005283	Isobutyramide	beta Thalassemia	Designated	1994-05-25
WFKAJVHLWXSISD-UHFFFAOYSA-N	PUBCHEM.COMPOUND:68424	UMLS:C0005283	Isobutyramide	BETA-THALASSEMIA	Designated	1992-12-18
WHNFPRLDDSXQCL-UAZQEYIDSA-N	PUBCHEM.COMPOUND:44273719	UMLS:C1828256	Alpha-melanocyte stimulating hormone	Acute renal failure due to ischemia	Designated	1997-08-19
WHTVZRBIWZFKQO-UHFFFAOYSA-N	PUBCHEM.COMPOUND:2719	UMLS:C0017636	chloroquine	Glioblastoma multiforme	Designated	2015-05-20
WHVPOEPABJZBBY-XQYLJSSYSA-N	PUBCHEM.COMPOUND:67548346	UMLS:C0016736	epoprostenol	Frostbite	Designated	2020-04-20
WHVPOEPABJZBBY-XQYLJSSYSA-N	PUBCHEM.COMPOUND:67548346	UMLS:C3203102	Epoprostenol	Primary Pulmonary Hypertension	Designated/Approved	1985-09-25
WHVPOEPABJZBBY-XQYLJSSYSA-N	PUBCHEM.COMPOUND:67548346	UMLS:C0042373	epoprostenol	Vascular Disease	Designated/Approved	1999-03-22
WHVPOEPABJZBBY-XQYLJSSYSA-N	PUBCHEM.COMPOUND:67548346	UMLS:C0264936	epoprostenol	Secondary pulmonary hypertension	Designated/Approved	1999-03-22
WHXMKTBCFHIYNQ-SECBINFHSA-N	PUBCHEM.COMPOUND:3033825	UMLS:C0002736	levosimendan	Amyotrophic Lateral Sclerosis	Designated/Withdrawn	2017-04-10
WIJZXSAJMHAVGX-DHLKQENFSA-N	PUBCHEM.COMPOUND:71657455	UMLS:C0023467	ivosidenib	Acute myeloid leukemia	Designated/Approved	2015-06-09
WIJZXSAJMHAVGX-DHLKQENFSA-N	PUBCHEM.COMPOUND:71657455	UMLS:C3463824	ivosidenib	Myelodysplastic Syndromes	Designated	2020-05-20
WIJZXSAJMHAVGX-DHLKQENFSA-N	PUBCHEM.COMPOUND:71657455	UMLS:C0017638	ivosidenib	Glioma	Designated	2018-05-01
WIJZXSAJMHAVGX-DHLKQENFSA-N	PUBCHEM.COMPOUND:71657455	UMLS:C0023467	ivosidenib	Acute myeloid leukemia	Designated/Approved	2015-06-09
WIJZXSAJMHAVGX-DHLKQENFSA-N	PUBCHEM.COMPOUND:71657455	UMLS:C0206698	ivosidenib	Cholangiocarcinoma	Designated	2017-04-26
WJEOLQLKVOPQFV-UHFFFAOYSA-N	PUBCHEM.COMPOUND:10074640	UMLS:C0024899	masitinib	Mastocytosis	Designated	2005-09-14
WJEOLQLKVOPQFV-UHFFFAOYSA-N	PUBCHEM.COMPOUND:10074640	UMLS:C0238198	masitinib	Gastrointestinal Stromal Tumors	Designated	2005-04-20
WJEOLQLKVOPQFV-UHFFFAOYSA-N	PUBCHEM.COMPOUND:10074640	UMLS:C0235974	masitinib	PANCREATIC CANCER	Designated	2009-07-21
WJIGGYYSZBWCGC-MRXNPFEDSA-N	PUBCHEM.COMPOUND:25221720	UMLS:C1855465	emixustat	STGD	Designated	2017-01-04
WJIGGYYSZBWCGC-MRXNPFEDSA-N	PUBCHEM.COMPOUND:25221720	UMLS:C1412063	emixustat	Stargardt disease	Designated	2017-01-04
WKGXYQFOCVYPAC-UHFFFAOYSA-N	PUBCHEM.COMPOUND:3331	UMLS:C0238111	Felbamate	Lennox-Gastaut syndrome	Designated/Approved	1989-01-24
WKSAUQYGYAYLPV-UHFFFAOYSA-N	PUBCHEM.COMPOUND:4993	UMLS:C0039373	pyrimethamine	Tay-Sachs Disease	Designated	2011-08-16
WKSAUQYGYAYLPV-UHFFFAOYSA-N	PUBCHEM.COMPOUND:4993	UMLS:C0036161	pyrimethamine	Sandhoff Disease	Designated	2011-08-16
WKSAUQYGYAYLPV-UHFFFAOYSA-N	PUBCHEM.COMPOUND:4993	UMLS:C0017083	pyrimethamine	Gangliosidoses	Designated	2011-08-16
WLJVXDMOQOGPHL-UHFFFAOYSA-M	PUBCHEM.COMPOUND:4409936	UMLS:C1578499	Phenylacetate	Radiation Therapy	Designated	1998-03-06
WLJVXDMOQOGPHL-UHFFFAOYSA-M	PUBCHEM.COMPOUND:4409936	UMLS:C4684861	Phenylacetate	Recurrent Malignant Glioma	Designated	1998-03-06
WLJVXDMOQOGPHL-UHFFFAOYSA-N	PUBCHEM.COMPOUND:999	UMLS:C1578499	Phenylacetate	Radiation Therapy	Designated	1998-03-06
WLJVXDMOQOGPHL-UHFFFAOYSA-N	PUBCHEM.COMPOUND:999	UMLS:C4684861	Phenylacetate	Recurrent Malignant Glioma	Designated	1998-03-06
WLYZKTXOAMAVEO-UHFFFAOYSA-N	PUBCHEM.COMPOUND:135515521	UMLS:C0009324	Balsalazide disodium	Ulcerative Colitis	Designated/Approved	2005-08-12
WMBOCUXXNSOQHM-DHZHZOJOSA-N	PUBCHEM.COMPOUND:5352899	UMLS:C0555198	butylidenephthalide	Malignant Glioma	Designated	2015-08-05
WMBOCUXXNSOQHM-FLIBITNWSA-N	PUBCHEM.COMPOUND:642376	UMLS:C0555198	butylidenephthalide	Malignant Glioma	Designated	2015-08-05
WMBOCUXXNSOQHM-UHFFFAOYSA-N	PUBCHEM.COMPOUND:62368	UMLS:C0555198	butylidenephthalide	Malignant Glioma	Designated	2015-08-05
WMGFVAGNIYUEEP-WUYNJSITSA-N	PUBCHEM.COMPOUND:439207	UMLS:C0017919	amylopectin	Glycogen Storage Disease	Designated	2015-03-24
WMWTYOKRWGGJOA-CENSZEJFSA-N	PUBCHEM.COMPOUND:444036	UMLS:C0341106	fluticasone propionate	Eosinophilic esophagitis	Designated	2015-12-29
WMWTYOKRWGGJOA-CENSZEJFSA-N	PUBCHEM.COMPOUND:444036	UMLS:C0341106	fluticasone propionate	Eosinophilic esophagitis	Designated	2011-01-19
WOFMFGQZHJDGCX-ZULDAHANSA-N	PUBCHEM.COMPOUND:441336	UMLS:C0341106	mometasone furoate	Eosinophilic esophagitis	Designated	2019-06-26
WOLHOYHSEKDWQH-UHFFFAOYSA-N	PUBCHEM.COMPOUND:64150	UMLS:C0013384	Amantadine HCl	Dyskinesia	Designated/Withdrawn	2015-07-20
WOLHOYHSEKDWQH-UHFFFAOYSA-N	PUBCHEM.COMPOUND:64150	UMLS:C0013384	Amantadine hydrochloride	Dyskinesia	Designated/Approved	2015-04-09
WONYMNWUJVKVII-UHFFFAOYSA-N	PUBCHEM.COMPOUND:160565	UMLS:C0795889	3,5-diiodothyropropionic acid	Allan-Herndon-Dudley syndrome	Designated	2013-05-14
WONYMNWUJVKVII-UHFFFAOYSA-N	PUBCHEM.COMPOUND:160565	UMLS:C0795889	3,5-diiodothyropropionic acid	Allan-Herndon-Dudley syndrome	Designated	2020-07-28
WOSKHXYHFSIKNG-UHFFFAOYSA-N	PUBCHEM.COMPOUND:9823820	UMLS:C0025202	lenvatinib	melanoma	Designated	2014-03-26
WOSKHXYHFSIKNG-UHFFFAOYSA-N	PUBCHEM.COMPOUND:9823820	UMLS:C2239176	lenvatinib	HEPATOCELLULAR CARCINOMA	Designated/Approved	2014-03-27
WOSKHXYHFSIKNG-UHFFFAOYSA-N	PUBCHEM.COMPOUND:9823820	UMLS:C0238463	lenvatinib	papillary thyroid cancer	Designated/Approved	2012-12-27
WOVKYSAHUYNSMH-RRKCRQDMSA-N	PUBCHEM.COMPOUND:6035	UMLS:C0750974	Broxuridine	primary brain tumors	Designated	1995-09-18
WOXKDUGGOYFFRN-IIBYNOLFSA-N	PUBCHEM.COMPOUND:110635	UMLS:C3203102	tadalafil	PULMONARY ARTERIAL HYPERTENSION	Designated/Approved	2006-12-18
WOXKDUGGOYFFRN-IIBYNOLFSA-N	PUBCHEM.COMPOUND:110635	UMLS:C0013264	tadalafil	DUCHENNE MUSCULAR DYSTROPHY	Designated	2015-05-04
WPEWQEMJFLWMLV-UHFFFAOYSA-N	PUBCHEM.COMPOUND:11315474	UMLS:C0010606	Rivoceranib	Adenoid Cystic Carcinoma	Designated	2021-02-02
WPHKIQPVPYJNAX-UHFFFAOYSA-N	PUBCHEM.COMPOUND:46207586	UMLS:C4721610	ilorasertib	Ovarian Cancer	Designated/Withdrawn	2012-03-16
WPTTVJLTNAWYAO-FUARBKCBSA-N	PUBCHEM.COMPOUND:70700216	UMLS:C0085413	bardoxolone methyl	Autosomal dominant polycystic kidney disease	Designated	2019-06-03
WPTTVJLTNAWYAO-FUARBKCBSA-N	PUBCHEM.COMPOUND:70700216	UMLS:C1567741	bardoxolone methyl	Alport Syndrome	Designated	2017-07-03
WPTTVJLTNAWYAO-KPOXMGGZSA-N	PUBCHEM.COMPOUND:400769	UMLS:C1567741	bardoxolone methyl	Alport Syndrome	Designated	2017-07-03
WPTTVJLTNAWYAO-KPOXMGGZSA-N	PUBCHEM.COMPOUND:400769	UMLS:C0085413	bardoxolone methyl	Autosomal dominant polycystic kidney disease	Designated	2019-06-03
WPTTVJLTNAWYAO-OROHISIGSA-N	PUBCHEM.COMPOUND:24896135	UMLS:C1567741	bardoxolone methyl	Alport Syndrome	Designated	2017-07-03
WPTTVJLTNAWYAO-OROHISIGSA-N	PUBCHEM.COMPOUND:24896135	UMLS:C0085413	bardoxolone methyl	Autosomal dominant polycystic kidney disease	Designated	2019-06-03
